category,price,quantity,payment_method,device_type,channel,order_year,order_month,order_day,order_dayofweek,order_hour,shipping_year,shipping_month,shipping_day,shipping_time,cluster
Toys,280.33,1,Credit Card,Mobile,Paid Search,2024,7,21,6,14,2024,7,22,1,1
Home,489.04,4,Google Pay,Tablet,Organic,2024,7,22,0,14,2024,7,23,1,1
Electronics,222.36,2,Apple Pay,Tablet,Social,2024,7,22,0,14,2024,7,27,5,1
Clothing,371.38,3,Debit Card,Tablet,Email,2024,7,22,0,14,2024,7,25,3,1
Clothing,210.81,3,Google Pay,Mobile,Social,2024,7,22,0,14,2024,7,26,4,1
Toys,462.47,2,Debit Card,Desktop,Organic,2024,7,22,0,14,2024,7,25,3,1
Home,467.63,3,Credit Card,Tablet,Email,2024,7,22,0,14,2024,7,25,3,1
Beauty,233.99,2,Apple Pay,Tablet,Email,2024,7,22,0,14,2024,7,24,2,1
Home,360.79,1,Debit Card,Mobile,Organic,2024,7,22,0,14,2024,7,23,1,1
Home,268.6,1,Google Pay,Tablet,Social,2024,7,22,0,14,2024,7,28,6,1
Clothing,211.89,4,PayPal,Mobile,Social,2024,7,22,0,14,2024,7,26,4,1
Clothing,47.13,1,Google Pay,Desktop,Social,2024,7,22,0,14,2024,7,25,3,1
Clothing,477.26,2,Debit Card,Desktop,Email,2024,7,22,0,14,2024,7,25,3,1
Beauty,366.77,1,Credit Card,Tablet,Organic,2024,7,22,0,14,2024,7,24,2,1
Home,279.57,3,Apple Pay,Desktop,Organic,2024,7,22,0,14,2024,7,28,6,1
Clothing,30.15,4,Apple Pay,Tablet,Social,2024,7,22,0,14,2024,7,28,6,1
Toys,416.33,5,Apple Pay,Desktop,Paid Search,2024,7,22,0,14,2024,7,24,2,1
Electronics,64.12,1,PayPal,Mobile,Email,2024,7,22,0,14,2024,7,25,3,1
Beauty,254.76,1,Debit Card,Tablet,Paid Search,2024,7,22,0,14,2024,7,29,7,1
Home,422.72,2,Google Pay,Desktop,Paid Search,2024,7,22,0,14,2024,7,25,3,1
Home,250.83,2,Debit Card,Tablet,Paid Search,2024,7,22,0,14,2024,7,26,4,1
Clothing,262.2,1,Credit Card,Tablet,Paid Search,2024,7,22,0,14,2024,7,23,1,1
Toys,423.74,2,Credit Card,Tablet,Paid Search,2024,7,22,0,14,2024,7,27,5,1
Home,428.96,2,Debit Card,Desktop,Social,2024,7,22,0,14,2024,7,29,7,1
Books,282.67,4,PayPal,Tablet,Paid Search,2024,7,22,0,14,2024,7,26,4,1
Books,457.31,4,Google Pay,Tablet,Social,2024,7,22,0,14,2024,7,28,6,1
Clothing,266.24,1,Credit Card,Tablet,Paid Search,2024,7,22,0,14,2024,7,26,4,1
Books,145.05,2,Apple Pay,Tablet,Organic,2024,7,22,0,14,2024,7,25,3,1
Home,189.87,2,Debit Card,Desktop,Paid Search,2024,7,22,0,14,2024,7,23,1,1
Electronics,222.37,3,Apple Pay,Desktop,Paid Search,2024,7,22,0,14,2024,7,29,7,1
Clothing,134.5,3,PayPal,Desktop,Email,2024,7,23,1,14,2024,7,24,1,1
Electronics,273.62,3,Credit Card,Mobile,Organic,2024,7,23,1,14,2024,7,27,4,1
Electronics,94.55,3,Debit Card,Mobile,Email,2024,7,23,1,14,2024,7,27,4,1
Electronics,29.1,5,Google Pay,Desktop,Organic,2024,7,23,1,14,2024,7,27,4,1
Clothing,177.8,3,Google Pay,Mobile,Paid Search,2024,7,23,1,14,2024,7,26,3,1
Home,376.88,1,Google Pay,Tablet,Social,2024,7,23,1,14,2024,7,28,5,1
Beauty,491.91,2,Debit Card,Desktop,Paid Search,2024,7,23,1,14,2024,7,24,1,1
Toys,113.16,6,PayPal,Mobile,Social,2024,7,23,1,14,2024,7,26,3,1
Electronics,267.65,1,PayPal,Tablet,Paid Search,2024,7,23,1,14,2024,7,28,5,1
Books,122.83,1,PayPal,Mobile,Paid Search,2024,7,23,1,14,2024,7,24,1,1
Books,278.02,1,PayPal,Mobile,Organic,2024,7,23,1,14,2024,7,24,1,1
Toys,326.15,1,Apple Pay,Tablet,Organic,2024,7,23,1,14,2024,7,29,6,1
Beauty,395.12,1,Credit Card,Mobile,Social,2024,7,23,1,14,2024,7,29,6,1
Electronics,176.47,2,Apple Pay,Mobile,Organic,2024,7,23,1,14,2024,7,30,7,1
Electronics,8.08,1,Credit Card,Mobile,Email,2024,7,23,1,14,2024,7,24,1,1
Electronics,127.91,5,Google Pay,Tablet,Paid Search,2024,7,23,1,14,2024,7,27,4,1
Books,453.51,1,PayPal,Desktop,Paid Search,2024,7,23,1,14,2024,7,30,7,1
Beauty,198.76,3,Debit Card,Mobile,Paid Search,2024,7,23,1,14,2024,7,30,7,1
Books,411.64,1,Credit Card,Desktop,Paid Search,2024,7,23,1,14,2024,7,27,4,1
Toys,112.6,1,Credit Card,Desktop,Email,2024,7,23,1,14,2024,7,29,6,1
Clothing,446.87,2,Google Pay,Mobile,Organic,2024,7,23,1,14,2024,7,27,4,1
Clothing,476.55,2,Apple Pay,Desktop,Email,2024,7,23,1,14,2024,7,24,1,1
Clothing,277.24,5,Debit Card,Desktop,Social,2024,7,23,1,14,2024,7,29,6,1
Toys,332.8,2,Debit Card,Tablet,Social,2024,7,23,1,14,2024,7,29,6,1
Toys,297.4,1,Google Pay,Desktop,Organic,2024,7,23,1,14,2024,7,27,4,1
Home,143.21,1,PayPal,Tablet,Social,2024,7,23,1,14,2024,7,26,3,1
Books,197.46,1,Credit Card,Desktop,Paid Search,2024,7,23,1,14,2024,7,27,4,1
Electronics,51.88,6,Apple Pay,Tablet,Email,2024,7,24,2,14,2024,7,30,6,1
Clothing,60.38,1,Credit Card,Mobile,Social,2024,7,24,2,14,2024,7,27,3,1
Clothing,180.12,4,Apple Pay,Mobile,Social,2024,7,24,2,14,2024,7,28,4,1
Clothing,25.87,2,Credit Card,Tablet,Organic,2024,7,24,2,14,2024,7,30,6,1
Beauty,312.72,3,Apple Pay,Desktop,Social,2024,7,24,2,14,2024,7,30,6,1
Clothing,191.27,1,Google Pay,Tablet,Organic,2024,7,24,2,14,2024,7,31,7,1
Books,495.84,3,PayPal,Desktop,Paid Search,2024,7,24,2,14,2024,7,25,1,1
Books,481.66,2,Apple Pay,Desktop,Social,2024,7,24,2,14,2024,7,28,4,1
Home,147.45,4,PayPal,Tablet,Email,2024,7,24,2,14,2024,7,29,5,1
Books,235.87,1,Debit Card,Mobile,Paid Search,2024,7,24,2,14,2024,7,29,5,1
Clothing,394.65,4,Apple Pay,Desktop,Organic,2024,7,24,2,14,2024,7,27,3,1
Toys,407.34,1,PayPal,Desktop,Email,2024,7,24,2,14,2024,7,31,7,1
Home,222.75,1,Debit Card,Mobile,Email,2024,7,24,2,14,2024,7,25,1,1
Clothing,171.06,1,Google Pay,Desktop,Email,2024,7,24,2,14,2024,7,29,5,1
Beauty,274.35,3,Debit Card,Tablet,Paid Search,2024,7,24,2,14,2024,7,28,4,1
Beauty,227.86,2,Credit Card,Mobile,Email,2024,7,24,2,14,2024,7,25,1,1
Books,44.68,1,Google Pay,Desktop,Organic,2024,7,24,2,14,2024,7,30,6,1
Toys,208.71,2,Credit Card,Desktop,Social,2024,7,24,2,14,2024,7,28,4,1
Beauty,263.34,1,PayPal,Mobile,Social,2024,7,24,2,14,2024,7,28,4,1
Books,260.12,1,PayPal,Mobile,Paid Search,2024,7,24,2,14,2024,7,31,7,1
Toys,200.62,2,Credit Card,Tablet,Email,2024,7,24,2,14,2024,7,30,6,1
Clothing,202.21,5,PayPal,Mobile,Email,2024,7,24,2,14,2024,7,28,4,1
Toys,257.13,1,PayPal,Desktop,Paid Search,2024,7,24,2,14,2024,7,30,6,1
Books,154.75,2,Debit Card,Desktop,Social,2024,7,24,2,14,2024,7,29,5,1
Home,149.57,1,PayPal,Tablet,Organic,2024,7,24,2,14,2024,7,26,2,1
Electronics,390.45,1,Credit Card,Mobile,Email,2024,7,24,2,14,2024,7,30,6,1
Clothing,310.02,1,Debit Card,Desktop,Email,2024,7,24,2,14,2024,7,25,1,1
Clothing,131.48,3,Debit Card,Tablet,Social,2024,7,24,2,14,2024,7,29,5,1
Books,258.32,1,Debit Card,Tablet,Email,2024,7,24,2,14,2024,7,29,5,1
Home,185.71,2,Credit Card,Desktop,Social,2024,7,24,2,14,2024,7,27,3,1
Beauty,440.77,1,Google Pay,Tablet,Email,2024,7,24,2,14,2024,7,29,5,1
Clothing,171.08,1,Debit Card,Desktop,Paid Search,2024,7,24,2,14,2024,7,28,4,1
Electronics,371.28,2,Credit Card,Desktop,Social,2024,7,24,2,14,2024,7,29,5,1
Electronics,473.19,1,Apple Pay,Tablet,Paid Search,2024,7,24,2,14,2024,7,31,7,1
Books,415.17,5,Credit Card,Tablet,Organic,2024,7,24,2,14,2024,7,28,4,1
Home,423.72,2,Credit Card,Desktop,Social,2024,7,25,3,14,2024,7,31,6,1
Toys,7.88,1,Debit Card,Desktop,Paid Search,2024,7,25,3,14,2024,7,30,5,1
Clothing,179.08,2,PayPal,Mobile,Email,2024,7,25,3,14,2024,7,28,3,1
Books,264.87,3,Debit Card,Tablet,Paid Search,2024,7,25,3,14,2024,8,1,7,0
Home,51.12,1,Debit Card,Desktop,Email,2024,7,25,3,14,2024,7,26,1,1
Electronics,299.94,5,Credit Card,Mobile,Social,2024,7,25,3,14,2024,7,26,1,1
Books,449.94,3,Apple Pay,Tablet,Paid Search,2024,7,25,3,14,2024,7,31,6,1
Home,459.6,4,Credit Card,Desktop,Social,2024,7,25,3,14,2024,7,31,6,1
Beauty,276.34,1,PayPal,Mobile,Organic,2024,7,25,3,14,2024,7,26,1,1
Toys,488.66,1,PayPal,Mobile,Organic,2024,7,25,3,14,2024,7,28,3,1
Toys,369.88,1,Google Pay,Tablet,Social,2024,7,25,3,14,2024,7,27,2,1
Books,267.0,2,Credit Card,Desktop,Organic,2024,7,25,3,14,2024,7,28,3,1
Beauty,342.73,2,Credit Card,Desktop,Email,2024,7,25,3,14,2024,7,26,1,1
Toys,251.33,1,PayPal,Tablet,Social,2024,7,25,3,14,2024,7,27,2,1
Clothing,306.32,1,Apple Pay,Tablet,Social,2024,7,25,3,14,2024,7,27,2,1
Beauty,76.0,1,Credit Card,Mobile,Social,2024,7,25,3,14,2024,7,29,4,1
Beauty,229.43,1,Apple Pay,Tablet,Social,2024,7,25,3,14,2024,7,27,2,1
Electronics,220.49,2,Google Pay,Desktop,Social,2024,7,25,3,14,2024,7,31,6,1
Clothing,14.61,2,PayPal,Desktop,Organic,2024,7,26,4,14,2024,7,30,4,1
Home,155.53,3,Credit Card,Mobile,Social,2024,7,26,4,14,2024,8,1,6,0
Electronics,332.58,1,Google Pay,Mobile,Organic,2024,7,26,4,14,2024,8,2,7,0
Clothing,244.35,1,Google Pay,Mobile,Organic,2024,7,26,4,14,2024,7,27,1,1
Clothing,55.33,1,Google Pay,Tablet,Organic,2024,7,26,4,14,2024,7,27,1,1
Home,183.04,3,Google Pay,Desktop,Social,2024,7,26,4,14,2024,7,28,2,1
Beauty,120.0,1,Apple Pay,Desktop,Social,2024,7,26,4,14,2024,7,28,2,1
Beauty,176.7,1,PayPal,Tablet,Paid Search,2024,7,26,4,14,2024,7,27,1,1
Electronics,5.78,2,Credit Card,Mobile,Organic,2024,7,26,4,14,2024,7,29,3,1
Clothing,105.91,1,PayPal,Mobile,Paid Search,2024,7,26,4,14,2024,7,28,2,1
Beauty,326.47,2,Google Pay,Mobile,Organic,2024,7,26,4,14,2024,7,27,1,1
Beauty,436.32,1,PayPal,Desktop,Organic,2024,7,26,4,14,2024,7,31,5,1
Toys,297.8,1,Apple Pay,Mobile,Organic,2024,7,26,4,14,2024,7,28,2,1
Home,249.32,2,Google Pay,Mobile,Social,2024,7,26,4,14,2024,7,29,3,1
Books,442.65,2,Credit Card,Mobile,Organic,2024,7,26,4,14,2024,7,31,5,1
Books,497.76,1,Apple Pay,Mobile,Organic,2024,7,26,4,14,2024,7,30,4,1
Books,289.41,4,Apple Pay,Desktop,Organic,2024,7,26,4,14,2024,7,31,5,1
Home,225.19,1,PayPal,Desktop,Email,2024,7,26,4,14,2024,8,1,6,0
Home,151.94,3,Google Pay,Tablet,Organic,2024,7,26,4,14,2024,7,29,3,1
Clothing,339.5,1,Apple Pay,Mobile,Paid Search,2024,7,26,4,14,2024,7,29,3,1
Toys,227.13,1,Google Pay,Tablet,Paid Search,2024,7,26,4,14,2024,7,30,4,1
Electronics,355.72,3,Debit Card,Desktop,Organic,2024,7,26,4,14,2024,7,30,4,1
Toys,271.25,1,Credit Card,Mobile,Email,2024,7,26,4,14,2024,7,27,1,1
Books,408.22,1,Apple Pay,Mobile,Paid Search,2024,7,26,4,14,2024,8,2,7,0
Home,152.77,5,Apple Pay,Desktop,Paid Search,2024,7,26,4,14,2024,7,27,1,1
Home,198.22,1,Apple Pay,Desktop,Organic,2024,7,26,4,14,2024,7,29,3,1
Home,408.04,3,Google Pay,Desktop,Email,2024,7,26,4,14,2024,7,27,1,1
Books,302.11,1,Google Pay,Mobile,Organic,2024,7,26,4,14,2024,8,1,6,0
Beauty,219.31,1,Debit Card,Mobile,Social,2024,7,26,4,14,2024,7,30,4,1
Clothing,124.29,1,Apple Pay,Tablet,Organic,2024,7,26,4,14,2024,7,30,4,1
Books,201.52,2,Apple Pay,Tablet,Email,2024,7,26,4,14,2024,7,31,5,1
Electronics,45.54,3,Google Pay,Desktop,Paid Search,2024,7,26,4,14,2024,7,27,1,1
Beauty,254.42,1,Apple Pay,Mobile,Social,2024,7,26,4,14,2024,8,2,7,0
Beauty,463.39,1,Credit Card,Desktop,Organic,2024,7,26,4,14,2024,8,2,7,0
Home,126.75,2,PayPal,Tablet,Organic,2024,7,27,5,14,2024,7,31,4,1
Books,111.34,3,Credit Card,Tablet,Paid Search,2024,7,27,5,14,2024,8,3,7,0
Beauty,66.56,1,Debit Card,Tablet,Email,2024,7,27,5,14,2024,8,3,7,0
Toys,462.41,2,Apple Pay,Mobile,Email,2024,7,27,5,14,2024,7,31,4,1
Electronics,13.89,1,Debit Card,Tablet,Social,2024,7,27,5,14,2024,7,28,1,1
Beauty,58.42,1,Google Pay,Tablet,Social,2024,7,27,5,14,2024,8,1,5,0
Toys,88.9,1,Google Pay,Mobile,Email,2024,7,27,5,14,2024,8,2,6,0
Beauty,405.64,2,Credit Card,Desktop,Organic,2024,7,27,5,14,2024,8,3,7,0
Beauty,269.68,1,Credit Card,Desktop,Email,2024,7,27,5,14,2024,7,28,1,1
Home,361.4,6,Google Pay,Tablet,Organic,2024,7,27,5,14,2024,7,29,2,1
Clothing,294.11,2,Apple Pay,Mobile,Social,2024,7,27,5,14,2024,7,31,4,1
Books,450.78,1,Apple Pay,Desktop,Organic,2024,7,27,5,14,2024,7,28,1,1
Toys,148.12,2,Google Pay,Tablet,Social,2024,7,27,5,14,2024,8,3,7,0
Toys,174.49,5,Credit Card,Desktop,Organic,2024,7,27,5,14,2024,7,30,3,1
Electronics,368.61,1,Google Pay,Desktop,Social,2024,7,27,5,14,2024,7,29,2,1
Clothing,143.53,1,PayPal,Mobile,Paid Search,2024,7,27,5,14,2024,7,30,3,1
Home,427.63,3,Google Pay,Desktop,Organic,2024,7,27,5,14,2024,8,1,5,0
Electronics,386.35,1,Apple Pay,Tablet,Organic,2024,7,27,5,14,2024,7,28,1,1
Beauty,55.96,3,PayPal,Tablet,Email,2024,7,27,5,14,2024,7,28,1,1
Books,106.89,3,Google Pay,Mobile,Organic,2024,7,27,5,14,2024,7,29,2,1
Books,321.71,2,Credit Card,Desktop,Organic,2024,7,28,6,14,2024,8,4,7,0
Home,123.89,2,PayPal,Mobile,Organic,2024,7,28,6,14,2024,8,4,7,0
Electronics,170.33,2,Debit Card,Tablet,Organic,2024,7,28,6,14,2024,8,4,7,0
Electronics,8.25,5,PayPal,Desktop,Organic,2024,7,28,6,14,2024,7,31,3,1
Electronics,250.23,1,PayPal,Desktop,Organic,2024,7,28,6,14,2024,7,31,3,1
Toys,197.08,2,PayPal,Desktop,Organic,2024,7,28,6,14,2024,8,3,6,0
Books,95.78,3,PayPal,Tablet,Paid Search,2024,7,28,6,14,2024,8,1,4,0
Electronics,461.14,5,PayPal,Desktop,Email,2024,7,28,6,14,2024,7,30,2,1
Home,393.13,2,Credit Card,Desktop,Email,2024,7,28,6,14,2024,8,2,5,0
Electronics,160.13,1,Apple Pay,Mobile,Organic,2024,7,28,6,14,2024,7,30,2,1
Toys,93.98,1,Apple Pay,Mobile,Organic,2024,7,28,6,14,2024,8,2,5,0
Beauty,293.45,3,PayPal,Desktop,Social,2024,7,28,6,14,2024,8,1,4,0
Beauty,337.03,1,PayPal,Desktop,Social,2024,7,28,6,14,2024,8,1,4,0
Home,206.91,1,PayPal,Tablet,Organic,2024,7,28,6,14,2024,7,29,1,1
Electronics,338.92,3,PayPal,Desktop,Organic,2024,7,28,6,14,2024,8,3,6,0
Beauty,335.3,2,PayPal,Desktop,Email,2024,7,28,6,14,2024,7,29,1,1
Beauty,160.77,1,Credit Card,Tablet,Social,2024,7,28,6,14,2024,8,1,4,0
Home,358.12,1,Debit Card,Tablet,Paid Search,2024,7,28,6,14,2024,7,31,3,1
Books,432.83,1,Debit Card,Desktop,Organic,2024,7,28,6,14,2024,7,30,2,1
Books,280.11,3,Apple Pay,Mobile,Email,2024,7,28,6,14,2024,8,4,7,0
Beauty,236.0,1,PayPal,Mobile,Social,2024,7,28,6,14,2024,8,3,6,0
Toys,244.49,1,PayPal,Desktop,Organic,2024,7,28,6,14,2024,8,3,6,0
Clothing,297.47,1,Debit Card,Tablet,Paid Search,2024,7,28,6,14,2024,8,3,6,0
Toys,169.83,2,PayPal,Tablet,Paid Search,2024,7,28,6,14,2024,8,4,7,0
Books,299.1,2,Google Pay,Tablet,Email,2024,7,28,6,14,2024,8,2,5,0
Home,143.88,1,PayPal,Desktop,Email,2024,7,28,6,14,2024,7,31,3,1
Toys,175.58,1,Google Pay,Mobile,Organic,2024,7,28,6,14,2024,8,2,5,0
Home,410.52,1,Apple Pay,Mobile,Paid Search,2024,7,28,6,14,2024,8,2,5,0
Electronics,448.67,1,Credit Card,Tablet,Email,2024,7,29,0,14,2024,8,3,5,0
Electronics,103.51,3,Google Pay,Desktop,Organic,2024,7,29,0,14,2024,8,1,3,0
Clothing,17.76,2,Apple Pay,Tablet,Paid Search,2024,7,29,0,14,2024,8,2,4,0
Electronics,152.49,2,Apple Pay,Desktop,Social,2024,7,29,0,14,2024,8,4,6,0
Home,469.23,3,Apple Pay,Mobile,Organic,2024,7,29,0,14,2024,7,30,1,1
Beauty,458.66,1,PayPal,Tablet,Social,2024,7,29,0,14,2024,7,31,2,1
Electronics,282.25,3,PayPal,Tablet,Email,2024,7,29,0,14,2024,8,1,3,0
Toys,87.86,1,Google Pay,Mobile,Social,2024,7,29,0,14,2024,7,31,2,1
Electronics,346.26,1,Apple Pay,Desktop,Paid Search,2024,7,29,0,14,2024,8,1,3,0
Beauty,69.9,2,Apple Pay,Desktop,Paid Search,2024,7,29,0,14,2024,7,31,2,1
Electronics,398.83,2,Google Pay,Mobile,Email,2024,7,29,0,14,2024,8,1,3,0
Books,125.15,3,PayPal,Desktop,Paid Search,2024,7,29,0,14,2024,8,1,3,0
Home,173.27,2,Debit Card,Mobile,Paid Search,2024,7,29,0,14,2024,8,1,3,0
Books,385.9,2,Debit Card,Mobile,Paid Search,2024,7,29,0,14,2024,8,5,7,0
Books,400.81,3,Apple Pay,Tablet,Paid Search,2024,7,29,0,14,2024,8,2,4,0
Clothing,438.33,2,Apple Pay,Mobile,Paid Search,2024,7,29,0,14,2024,8,1,3,0
Home,397.31,3,Apple Pay,Desktop,Email,2024,7,29,0,14,2024,8,2,4,0
Books,231.44,1,Google Pay,Tablet,Paid Search,2024,7,29,0,14,2024,8,4,6,0
Home,188.42,4,Debit Card,Mobile,Organic,2024,7,29,0,14,2024,7,31,2,1
Toys,279.09,1,PayPal,Mobile,Email,2024,7,29,0,14,2024,8,4,6,0
Beauty,214.46,2,Credit Card,Desktop,Organic,2024,7,29,0,14,2024,7,31,2,1
Toys,230.42,6,Apple Pay,Desktop,Paid Search,2024,7,29,0,14,2024,8,2,4,0
Beauty,47.79,4,PayPal,Tablet,Social,2024,7,29,0,14,2024,8,3,5,0
Electronics,15.3,1,Apple Pay,Desktop,Paid Search,2024,7,29,0,14,2024,7,31,2,1
Books,377.61,2,Credit Card,Tablet,Social,2024,7,30,1,14,2024,8,3,4,0
Toys,483.51,1,Debit Card,Tablet,Social,2024,7,30,1,14,2024,8,2,3,0
Beauty,250.99,1,Debit Card,Tablet,Organic,2024,7,30,1,14,2024,8,5,6,0
Books,66.08,1,PayPal,Tablet,Organic,2024,7,30,1,14,2024,8,6,7,0
Home,395.89,2,PayPal,Tablet,Paid Search,2024,7,30,1,14,2024,8,2,3,0
Electronics,9.51,2,PayPal,Mobile,Organic,2024,7,30,1,14,2024,8,1,2,0
Electronics,225.11,2,Apple Pay,Tablet,Paid Search,2024,7,30,1,14,2024,8,2,3,0
Toys,168.97,2,Debit Card,Mobile,Social,2024,7,30,1,14,2024,8,4,5,0
Electronics,317.1,4,Google Pay,Desktop,Paid Search,2024,7,30,1,14,2024,8,4,5,0
Home,176.25,1,Debit Card,Desktop,Organic,2024,7,30,1,14,2024,8,5,6,0
Electronics,354.94,1,Apple Pay,Tablet,Organic,2024,7,30,1,14,2024,8,6,7,0
Home,273.24,3,Google Pay,Tablet,Email,2024,7,30,1,14,2024,7,31,1,1
Books,210.71,1,PayPal,Desktop,Organic,2024,7,30,1,14,2024,8,2,3,0
Books,365.53,3,PayPal,Desktop,Paid Search,2024,7,30,1,14,2024,7,31,1,1
Electronics,130.05,3,Credit Card,Mobile,Organic,2024,7,30,1,14,2024,7,31,1,1
Books,350.58,2,PayPal,Mobile,Paid Search,2024,7,30,1,14,2024,8,2,3,0
Toys,12.89,3,Credit Card,Tablet,Social,2024,7,30,1,14,2024,8,2,3,0
Electronics,91.33,1,Google Pay,Mobile,Email,2024,7,30,1,14,2024,8,3,4,0
Books,88.89,1,Apple Pay,Tablet,Paid Search,2024,7,30,1,14,2024,8,3,4,0
Books,21.85,1,Apple Pay,Desktop,Organic,2024,7,30,1,14,2024,8,2,3,0
Home,313.19,3,Apple Pay,Mobile,Email,2024,7,30,1,14,2024,8,1,2,0
Home,247.07,3,PayPal,Desktop,Organic,2024,7,30,1,14,2024,8,4,5,0
Toys,441.21,2,Credit Card,Desktop,Paid Search,2024,7,30,1,14,2024,8,1,2,0
Toys,209.84,1,Google Pay,Mobile,Social,2024,7,30,1,14,2024,8,2,3,0
Electronics,103.43,1,Credit Card,Desktop,Email,2024,7,30,1,14,2024,8,6,7,0
Home,86.89,1,PayPal,Tablet,Social,2024,7,30,1,14,2024,8,2,3,0
Toys,399.83,2,PayPal,Desktop,Paid Search,2024,7,30,1,14,2024,8,2,3,0
Beauty,214.02,4,PayPal,Desktop,Paid Search,2024,7,30,1,14,2024,7,31,1,1
Electronics,465.71,4,PayPal,Mobile,Paid Search,2024,7,30,1,14,2024,8,6,7,0
Toys,294.05,3,Debit Card,Mobile,Organic,2024,7,30,1,14,2024,8,4,5,0
Beauty,331.36,1,PayPal,Desktop,Email,2024,7,31,2,14,2024,8,5,5,0
Electronics,435.12,4,Credit Card,Tablet,Email,2024,7,31,2,14,2024,8,6,6,0
Toys,384.56,5,Credit Card,Mobile,Social,2024,7,31,2,14,2024,8,5,5,0
Toys,382.52,1,PayPal,Mobile,Paid Search,2024,7,31,2,14,2024,8,5,5,0
Home,173.87,1,PayPal,Desktop,Social,2024,7,31,2,14,2024,8,6,6,0
Electronics,137.25,1,PayPal,Tablet,Paid Search,2024,7,31,2,14,2024,8,4,4,0
Toys,251.19,2,Apple Pay,Tablet,Organic,2024,7,31,2,14,2024,8,6,6,0
Clothing,223.48,1,PayPal,Tablet,Social,2024,7,31,2,14,2024,8,1,1,0
Home,288.32,3,Credit Card,Desktop,Social,2024,7,31,2,14,2024,8,5,5,0
Clothing,351.03,1,Google Pay,Desktop,Social,2024,7,31,2,14,2024,8,4,4,0
Beauty,425.27,1,Google Pay,Mobile,Organic,2024,7,31,2,14,2024,8,6,6,0
Books,260.75,1,PayPal,Mobile,Paid Search,2024,7,31,2,14,2024,8,3,3,0
Beauty,287.02,4,Credit Card,Mobile,Email,2024,7,31,2,14,2024,8,7,7,0
Books,187.68,1,Apple Pay,Tablet,Social,2024,7,31,2,14,2024,8,2,2,0
Electronics,105.27,3,Credit Card,Desktop,Email,2024,7,31,2,14,2024,8,5,5,0
Home,135.97,1,Google Pay,Tablet,Organic,2024,7,31,2,14,2024,8,7,7,0
Toys,264.6,3,PayPal,Desktop,Social,2024,7,31,2,14,2024,8,3,3,0
Home,408.85,1,Credit Card,Mobile,Paid Search,2024,7,31,2,14,2024,8,5,5,0
Electronics,487.61,2,PayPal,Mobile,Social,2024,7,31,2,14,2024,8,4,4,0
Home,63.57,3,Credit Card,Mobile,Social,2024,7,31,2,14,2024,8,2,2,0
Electronics,395.88,2,Credit Card,Desktop,Social,2024,7,31,2,14,2024,8,3,3,0
Beauty,416.96,1,Google Pay,Desktop,Paid Search,2024,7,31,2,14,2024,8,7,7,0
Beauty,387.24,2,Credit Card,Tablet,Email,2024,7,31,2,14,2024,8,1,1,0
Books,446.18,2,Apple Pay,Mobile,Paid Search,2024,7,31,2,14,2024,8,6,6,0
Clothing,308.11,4,Credit Card,Tablet,Organic,2024,7,31,2,14,2024,8,6,6,0
Clothing,363.38,4,Debit Card,Tablet,Paid Search,2024,7,31,2,14,2024,8,5,5,0
Beauty,171.63,1,PayPal,Mobile,Social,2024,8,1,3,14,2024,8,2,1,3
Toys,173.49,1,Credit Card,Desktop,Paid Search,2024,8,1,3,14,2024,8,2,1,3
Home,80.63,2,Apple Pay,Mobile,Organic,2024,8,1,3,14,2024,8,8,7,3
Beauty,107.09,1,PayPal,Mobile,Organic,2024,8,1,3,14,2024,8,7,6,3
Clothing,404.17,1,Google Pay,Tablet,Social,2024,8,1,3,14,2024,8,4,3,3
Books,196.44,3,Debit Card,Desktop,Email,2024,8,1,3,14,2024,8,8,7,3
Electronics,412.26,1,Google Pay,Mobile,Paid Search,2024,8,1,3,14,2024,8,5,4,3
Toys,107.35,2,PayPal,Mobile,Social,2024,8,1,3,14,2024,8,7,6,3
Toys,160.69,3,Google Pay,Mobile,Paid Search,2024,8,1,3,14,2024,8,6,5,3
Electronics,294.03,1,Credit Card,Tablet,Email,2024,8,1,3,14,2024,8,7,6,3
Clothing,477.64,2,Google Pay,Tablet,Paid Search,2024,8,1,3,14,2024,8,2,1,3
Clothing,318.44,1,Google Pay,Tablet,Paid Search,2024,8,1,3,14,2024,8,4,3,3
Clothing,253.65,3,Debit Card,Desktop,Email,2024,8,1,3,14,2024,8,2,1,3
Beauty,336.12,1,Debit Card,Tablet,Social,2024,8,1,3,14,2024,8,2,1,3
Beauty,322.71,1,Apple Pay,Desktop,Social,2024,8,1,3,14,2024,8,8,7,3
Beauty,115.09,2,PayPal,Desktop,Social,2024,8,1,3,14,2024,8,4,3,3
Toys,197.92,2,Credit Card,Tablet,Paid Search,2024,8,1,3,14,2024,8,8,7,3
Beauty,365.04,1,Debit Card,Desktop,Social,2024,8,1,3,14,2024,8,8,7,3
Electronics,360.23,2,Credit Card,Desktop,Paid Search,2024,8,1,3,14,2024,8,5,4,3
Electronics,54.7,4,Apple Pay,Desktop,Organic,2024,8,1,3,14,2024,8,2,1,3
Books,486.04,1,Google Pay,Desktop,Social,2024,8,1,3,14,2024,8,6,5,3
Home,234.45,1,Apple Pay,Tablet,Paid Search,2024,8,1,3,14,2024,8,7,6,3
Home,188.42,2,Credit Card,Desktop,Social,2024,8,1,3,14,2024,8,4,3,3
